Job Category:,Number of Positions:,Job Location:,Staffing Area:,School Name:,Principal Network:,url_link,Work Type:,Job Reference Number:,Contact:,Total Remuneration Package:,FTE:,Closing Date:,Organisation/Entity:,job_title
Projects | Project Support,1,Sydney Region / Sydney - Inner West,,,,https://iworkfor.nsw.gov.au/job/financial-analyst-110033,Full-Time,0000658P,(02) 8574 3797 - Jonathan Leard,"Transport Service Grade 7 ($96,542- $108,127), plus employer's contribution to superannuation and annual leave loading.",,22/05/2018 - 11:59 PM,Finance & Investment,Financial Analyst
Nursing and Midwifery | Nurse Manager,1,Sydney Region,,,,https://iworkfor.nsw.gov.au/job/nurse-manager-practice-development-education-nm3-tft-up-to-7-january-2019-110041,Full-Time,REQ40858,,"$118,257.51 - $120,454.23",,20/05/2018 - 11:59 PM,Justice Health & Forensic Mental Health Network,Nurse Manager Practice Development & Education (NM3) TFT up to 7 January 2019
Property and Real Estate,1,Illawarra & South Coast / Wollongong & The South Coast,,,,https://iworkfor.nsw.gov.au/job/infrastructure-property-officer-110032,Full-Time,000065HM,02 4226 8512 - Trudi Robsinson,"$92,470.00 - $102,359.00",,28/05/2018 - 11:59 PM,Public Works Advisory,Infrastructure Property Officer
Nursing and Midwifery | Nurse Manager,1,Regional NSW / Far West and North Central NSW,,,,https://iworkfor.nsw.gov.au/job/nurse-manager-grade-1-wilcannia-110035,Full-Time,REQ41435,,"$107,305.23 - $109,496.73",,22/05/2018 - 11:59 PM,Far West Local Health District,Nurse Manager Grade 1 Wilcannia
"Mental Health, Drug & Alcohol",1,Illawarra & South Coast / Wollongong & The South Coast,,,,https://iworkfor.nsw.gov.au/job/mental-health-clinician-older-persons-community-mental-health-110027,Full-Time,REQ40671,,"$64,618.00 - $113,518.00",,20/05/2018 - 11:59 PM,Illawarra Shoalhaven Local Health District,Mental Health Clinician - Older Persons Community Mental Health
Community,1,Sydney Region / Sydney - Greater West,,,,https://iworkfor.nsw.gov.au/job/senior-communications-officer-aboriginal-107900,Full-Time,000063W4,02 8836 0001 or larteasha.griffen@facs.nsws.gov.au - Larteasha Griffen,"$105,409 - $116,157 p.a. plus employer's contribution to superannuation and annual leave loading.",,22/05/2018 - 11:59 PM,Department of Family & Community Services,Senior Communications Officer (Aboriginal)
Senior Executive,1,Sydney Region / Sydney City,,,,https://iworkfor.nsw.gov.au/job/director-regulation-and-compliance-109970,Full-Time,000065WE,02 9019 1923 - Philippa Fague,"Total Remuneration Package range $203,386 - $225,329 to be negotiated with the successful applicant.",,22/05/2018 - 11:59 PM,Independent Pricing and Regulatory Tribunal of NSW,Director - Regulation and Compliance
Customer Services and Call Centre,1,Sydney Region / Sydney - Greater West,,,,https://iworkfor.nsw.gov.au/job/liaison-officer-110016,Full-Time,000065MF,0437 122 708 - Chelsie Sines,"$113,465. Package includes salary ($92,470 - $102,359), employer's contribution to superannuation and annual leave loading.",,22/05/2018 - 11:59 PM,"Department of Finance, Services and Innovation",Liaison Officer
Sales and Marketing | Business Development,1,Sydney Region / Sydney - West,,,,https://iworkfor.nsw.gov.au/job/account-manager-110015,Full-Time,0000664F,(02) 8095 1735 - Victoria Taylor,"$152,899. Package includes salary ($137,934), employer's contribution to superannuation and annual leave loading.",,21/05/2018 - 11:59 PM,TAFE Commission,Account Manager
Community | Casework Manager - FACS,5,Regional NSW / Tamworth & North West NSW,,,,https://iworkfor.nsw.gov.au/job/casework-manager-new-england-110013,Full-Time,000065TX,9765 3394 - FACS Recruitment Team,"ackage includes salary ($105,409 - $108,373), employer's contribution to superannuation and annual leave loading.",,22/05/2018 - 11:59 PM,Department of Family & Community Services,Casework Manager - New England
Health - Allied | Clinical Psychologist,1,"Central & North Coasts - Newcastle & Hunter Valley / Newcastle, Hunter & Region",,,,https://iworkfor.nsw.gov.au/job/clinical-neuropsychologist-110008,Part-Time,REQ39952,,"$92,565.00 - $113,518.00",,22/05/2018 - 11:59 PM,Hunter New England Local Health District,Clinical Neuropsychologist
Information and Communications Technology | Systems and Business Analysis,1,Sydney Region / Sydney - Greater West,,,,https://iworkfor.nsw.gov.au/job/application-analyst-temporary-full-time-up-to-12-months-policing-systems-digital-technology-and-innovation-parramatta-nsw-police-force-109998,Full-Time,000065L1,(02) 8835 6238 - Griselda Trejo - Manager,"$128,179. Package includes salary ($105,409 - $116,157), employer's contribution to superannuation and annual leave loading.",,27/05/2018 - 11:59 PM,Corporate Services,"Application Analyst (Temporary Full-Time up to 12 months) - Policing Systems, Digital Technology and Innovation, Parramatta - NSW Police Force"
Investigation | Analyst,1,Sydney Region / Sydney - Inner West,,,,https://iworkfor.nsw.gov.au/job/data-analytics-specialist-109997,Full-Time,000065WQ,02 6058 2750 - Corporate Recruitment Team,"$113,806.00. Package includes salary ($102,667.00 - $113,324.00), employer's contribution to superannuation and annual leave loading.",,21/05/2018 - 11:59 PM,TAFE NSW,Data Analytics Specialist
Administration and Clerical | Executive Support and Secretarial,1,Sydney Region / Sydney - Greater West,,,,https://iworkfor.nsw.gov.au/job/coordination-and-planning-officer-109992,Full-Time,000063LP,02 9995 5482 - Alex Graham,"Upto $117, 881 p.a . Package includes salary ($94,299 pa - $106,388 pa), employer's contribution to superannuation and annual leave loading.",,20/05/2018 - 11:59 PM,Regional Operations Group & Heritage Division,Coordination and Planning Officer
Information and Communications Technology | Analysts,2,Sydney Region,,,,https://iworkfor.nsw.gov.au/job/senior-business-analyst-ris-pacs-program-109995,Full-Time,REQ41139,,"$108,255.00 - $123,411.00",,22/05/2018 - 11:59 PM,eHealth NSW,Senior Business Analyst  RIS/PACS Program
Planning | Urban and Regional Planning,1,Sydney Region / Sydney City,,,,https://iworkfor.nsw.gov.au/job/manager-spatial-sciences-and-design-109991,Full-Time,0000658M,dan.simpkins@planning.nsw.gov.au - Dan Simpkins,"$156,294pa. Package includes salary ($121,917pa - $140,996pa), employer's contribution to superannuation and annual leave loading.",,20/05/2018 - 11:59 PM,Planning,"Manager, Spatial Sciences and Design"
Sales and Marketing | Business Development,1,Sydney Region / Sydney City,,,,https://iworkfor.nsw.gov.au/job/business-development-officer-office-of-emergency-management-109984,Full-Time,000065U0,Email kevin.archer@justice.nsw.gov.au Ph. 02 9212  - Kevin Archer,"Maximum Total Remuneration Package: $128,749. Package includes salary ($105,409 - $116,157), employer's contribution to superannuation and annual leave loading.",,20/05/2018 - 11:59 PM,Office of Emergency Management,"Business Development Officer, Office of Emergency Management"
Sales and Marketing | Business Development,1,Illawarra & South Coast / Goulburn & Southern Tablelands,,,,https://iworkfor.nsw.gov.au/job/business-development-manager-109981,Full-Time,0000662V,(02) 8095 1735 - Victoria Taylor,"$152,899. Package includes salary ($137,934), employer's contribution to superannuation and annual leave loading.",,21/05/2018 - 11:59 PM,TAFE Commission,Business Development Manager
Sales and Marketing | Business Development,1,Sydney Region / Sydney - Greater West,,,,https://iworkfor.nsw.gov.au/job/business-development-manager-109982,Full-Time,00006630,(02) 8095 1735 - Victoria Taylor,"$152,899. Package includes salary ($137,934), employer's contribution to superannuation and annual leave loading.",,21/05/2018 - 11:59 PM,TAFE Commission,Business Development Manager
Investigation | Analyst,2,Sydney Region,,,,https://iworkfor.nsw.gov.au/job/evaluation-manager-109983,Full-Time,000065I9,02 8753 9124 - Matthew Fusarelli,"($121,917 - $140,996), employer's contribution to superannuation and annual leave loading.",,27/05/2018 - 11:59 PM,Department of Family & Community Services,Evaluation Manager
Projects | Program Management,1,Regional NSW / Riverina & Murray,,,,https://iworkfor.nsw.gov.au/job/senior-coordination-officer-riverina-murray-109978,Full-Time,000063C7,02 6926 8601 - Ms Trudi McDonald,"$128,750. Package includes salary ($105,409 - $116,157), plus employer's contribution to superannuation and annual leave loading.",,22/05/2018 - 11:59 PM,Department of Premier and Cabinet,Senior Coordination Officer - Riverina/Murray
Engineering | Biomedical Engineer,1,Sydney Region,,,,https://iworkfor.nsw.gov.au/job/technical-services-manager-109976,Full-Time,REQ30397,,"$108,255.00 - $123,411.00",,22/05/2018 - 11:59 PM,Northern Sydney Local Health District,Technical Services Manager
"Media, Publicity and Communications | Ministerial Services",1,Sydney Region / Sydney City,,,,https://iworkfor.nsw.gov.au/job/project-officer-internal-communications-109979,Full-Time,0000659B,(02) 9995 6438 - Maya Katting,"$117,931. Package includes salary ($94,299 - $106,388), employer's contribution to superannuation and annual leave loading.",,22/05/2018 - 11:59 PM,Strategy  Performance,"Project Officer, Internal Communications"
Governance | Clinical Governance,2,Sydney Region,,,,https://iworkfor.nsw.gov.au/job/clinical-reliability-improvement-facilitator-109977,Full-Time,REQ26964,,"$108,255.00 - $123,411.00",,22/05/2018 - 11:59 PM,Northern Sydney Local Health District,Clinical Reliability Improvement Facilitator
Nursing and Midwifery | Nurse Manager,1,Sydney Region / Sydney - West,,,,https://iworkfor.nsw.gov.au/job/nurse-manager-grade-3-swslhd-facility-planner-liverpool-hospital-perm-f-t-109975,Full-Time,REQ37878,,"$118,257.51 - $120,454.23",,21/05/2018 - 11:59 PM,South Western Sydney Local Health District,Nurse Manager Grade 3 - SWSLHD Facility Planner (Liverpool Hospital) - Perm F/T
Senior Executive,1,Sydney Region / Sydney - Greater West,,,,https://iworkfor.nsw.gov.au/job/director-learning-systems-and-support-education-and-training-command-parramatta-nsw-police-force-109971,Full-Time,000065W9,(02) 9768 0802 - Inspector Justine Thompson - Staff Officer,"Salary: $183,300 up to $214,650",,27/05/2018 - 11:59 PM,Corporate Services,"Director, Learning Systems and Support - Education and Training Command, Parramatta - NSW Police Force"
Information and Communications Technology | Systems Administration,2,"Central & North Coasts - Newcastle & Hunter Valley / Newcastle, Hunter & Region",,,,https://iworkfor.nsw.gov.au/job/devops-engineer-109736,Full-Time,REQ39293,,"$108,255.00 - $123,411.00",,20/05/2018 - 11:59 PM,NSW Health Pathology,DevOps Engineer
Customer Services and Call Centre | Call Centre Services,1,Sydney Region / Sydney City,,,,https://iworkfor.nsw.gov.au/job/manager-middle-office-haymarket-full-time-ongoing-109961,Full-Time,0000652S,recruitment@service.nsw.gov.au - SNSW Recruitment Team,"Package includes a base salary range of  ($149,247- $158,969), plus employer's contribution to superannuation and annual leave loading.",,22/05/2018 - 11:59 PM,Service NSW,Manager Middle Office  Haymarket - Full Time - Ongoing
Investigation | Analyst,1,Sydney Region / Sydney - South,,,,https://iworkfor.nsw.gov.au/job/analytics-communications-officer-109960,Full-Time,00006620,02 8753 9164 - Melissa Burgess,"$105, 409 pa - $116,157 pa plus employers contribution to superannuation and annual leave loading",,27/05/2018 - 11:59 PM,Department of Family & Community Services,Analytics Communications Officer
"Mental Health, Drug & Alcohol",1,Illawarra & South Coast / Wollongong & The South Coast,,,,https://iworkfor.nsw.gov.au/job/team-coordinator-108527,Full-Time,REQ37716,,"$64,618.00 - $113,884.95",,20/05/2018 - 11:59 PM,Illawarra Shoalhaven Local Health District,Team Coordinator
Administration and Clerical | Office Management,1,Sydney Region / Sydney - Greater West,,,,https://iworkfor.nsw.gov.au/job/business-manager-temporary-full-time-up-to-12-months-education-and-training-command-parramatta-nsw-police-force-109959,Full-Time,000065WJ,(02) 9768 0802 - Inspector Justine Thompson - Staff Officer,"$155,589. Package includes salary ($121,917 - $140,996), employer's contribution to superannuation and annual leave loading.",,27/05/2018 - 11:59 PM,Corporate Services,"Business Manager (Temporary Full-Time up to 12 months) - Education and Training Command, Parramatta - NSW Police Force"
Property and Assets | Property and Asset Management,2,Sydney Region / Sydney - Inner West,,,,https://iworkfor.nsw.gov.au/job/forward-planner-rostering-2-positions-109952,Full-Time,000065OL,0466 461 004 - Monica Radevski,"RC Grade 5 ($100,531 - $115,960), plus employer's contribution to superannuation and annual leave loading.",,23/05/2018 - 11:59 PM,Operations Delivery,Forward Planner - Rostering (2 positions)
Nursing and Midwifery | Nursing Unit Manager,1,Sydney Region / Sydney - West,,,,https://iworkfor.nsw.gov.au/job/nurse-unit-manager-ward-5a-109953,Full-Time,REQ34785,,"$112,710.93 - $112,710.93",,22/05/2018 - 11:59 PM,Nepean Blue Mountains Local Health District,Nurse Unit Manager Ward 5A
Health - Allied | Physiotherapist,1,Central & North Coasts - Newcastle & Hunter Valley / Lismore & Far North Coast,,,,https://iworkfor.nsw.gov.au/job/senior-physiotherapist-level-4-grafton-109948,Full-Time,REQ37419,,"$103,441.00 - $106,026.00",,21/05/2018 - 11:59 PM,Northern NSW Local Health District,"Senior Physiotherapist, Level 4 - Grafton"
Information and Communications Technology | Network and Server Management,1,Sydney Region / Sydney - West,,,,https://iworkfor.nsw.gov.au/job/enterprise-technology-architect-109949,Full-Time,REQ40679,,"$121,246.00 - $145,063.00",,29/05/2018 - 11:59 PM,Western Sydney Local Health District,Enterprise Technology Architect
